title,lyrics,tags,instrumental,model
,"[Intro]

[Verse]
Hear my voice, O God, in my complaint,
    preserve my life from dread of the enemy,
Hide me from the secret plots of the wicked,
    from the throng of evildoers,

[pre-chorus]
shooting at him suddenly and without fear,
    They hold fast to their evil purpose,
they talk of laying snares secretly,
    thinking, Who can see them,

[Chorus]
all who see them will wag their heads,
    Then all mankind fears,
all who see them will wag their heads,
    Hide Me from the Wicked.

[Verse]
shooting at him suddenly and without fear,
    They hold fast to their evil purpose,
they talk of laying snares secretly,
    thinking, Who can see them,

[pre-chorus]
shooting at him suddenly and without fear,
    They hold fast to their evil purpose,
they talk of laying snares secretly,
    thinking, Who can see them,

[Chorus]
all who see them will wag their heads,
    Then all mankind fears,
all who see them will wag their heads,
    Hide Me from the Wicked.

[Bridge | Stripped Back | Intimate]
But God shoots his arrow at them,
    they are wounded suddenly,
They are brought to ruin,
    with their own tongues turned against them,

[Breakdown | Building | Full Band]
all who see them will wag their heads,
    Then all mankind fears,
they tell what God has brought about and ponder what he has done,
    Let the righteous one rejoice in the Lord and take refuge in him! Let all the upright in heart exult,
",,false,chirp-fenix
,"[Intro]

[Verse]
Praise is due to you,
    O God, in Zion,
and to you shall vows be performed,
    O you who hear prayer, to you shall all flesh come,

[pre-chorus]
the roaring of their waves,
    the tumult of the peoples,
so that those who dwell at the ends of the earth are in awe at your signs,
    You make the going out of the morning and the evening to shout for joy,

[Chorus]
the hills gird themselves with joy,
    the meadows clothe themselves with flocks,
the hills gird themselves with joy,
    O God of Our Salvation.

[Verse]
the hope of all the ends of the earth and of the farthest seas,
    the one who by his strength established the mountains,
being girded with might,
    who stills the roaring of the seas,

[pre-chorus]
the roaring of their waves,
    the tumult of the peoples,
so that those who dwell at the ends of the earth are in awe at your signs,
    You make the going out of the morning and the evening to shout for joy,

[Chorus]
the hills gird themselves with joy,
    the meadows clothe themselves with flocks,
the hills gird themselves with joy,
    O God of Our Salvation.

[Bridge | Stripped Back | Intimate]
you provide their grain, for so you have prepared it,
    You water its furrows abundantly,
settling its ridges,
    softening it with showers,

[Breakdown | Building | Full Band]
and blessing its growth,
    You crown the year with your bounty,
your wagon tracks overflow with abundance,
    The pastures of the wilderness overflow,
",,false,chirp-fenix
,"[Intro]

[Verse]
Shout for joy to God, all the earth,
    sing the glory of his name,
give to him glorious praise,
    Say to God, How awesome are your deeds! So great is your power that your enemies come cringing to you,

[pre-chorus]
You brought us into the net,
    you laid a crushing burden on our backs,
you let men ride over our heads,
    we went through fire and through water,

[Chorus]
But truly God has listened,
    he has attended to the voice of my prayer,
But truly God has listened,
    How Awesome Are Your Deeds.

[Verse]
let the sound of his praise be heard,
    who has kept our soul among the living and has not let our feet slip,
For you, O God, have tested us,
    you have tried us as silver is tried,

[pre-chorus]
You brought us into the net,
    you laid a crushing burden on our backs,
you let men ride over our heads,
    we went through fire and through water,

[Chorus]
But truly God has listened,
    he has attended to the voice of my prayer,
But truly God has listened,
    How Awesome Are Your Deeds.

[Bridge | Stripped Back | Intimate]
with the smoke of the sacrifice of rams,
    I will make an offering of bulls and goats,
Come and hear,
    all you who fear God,

[Breakdown | Building | Full Band]
and I will tell what he has done for my soul,
    I cried to him with my mouth,
and high praise was on my tongue,
    If I had cherished iniquity in my heart,
",,false,chirp-fenix
,"[Intro]

[Verse]
May God be gracious to us and bless us and make his face to shine upon us,
    that your way may be known on earth,
your saving power among all nations,
    Let the peoples praise you, O God,

[pre-chorus]
let all the peoples praise you,
    Let the nations be glad and sing for joy,
for you judge the peoples with equity and guide the nations upon earth,
    Let the peoples praise you, O God,

[Chorus]
The earth has yielded its increase,
    God, our God, shall bless us,
The earth has yielded its increase,
    Make Your Face Shine upon Us.

[Verse]
let all the peoples praise you,
    Let the nations be glad and sing for joy,
for you judge the peoples with equity and guide the nations upon earth,
    Let the peoples praise you, O God,

[pre-chorus]
let all the peoples praise you,
    Let the nations be glad and sing for joy,
for you judge the peoples with equity and guide the nations upon earth,
    Let the peoples praise you, O God,

[Chorus]
The earth has yielded its increase,
    God, our God, shall bless us,
The earth has yielded its increase,
    Make Your Face Shine upon Us.

[Bridge | Stripped Back | Intimate]
let all the peoples praise you,
    The earth has yielded its increase,
God, our God, shall bless us,
    God shall bless us,

[Breakdown | Building | Full Band]
let all the ends of the earth fear him,
    let all the peoples praise you,
The earth has yielded its increase,
    God, our God, shall bless us,
",,false,chirp-fenix
,"[Intro]

[Verse]
God shall arise, his enemies shall be scattered,
    and those who hate him shall flee before him,
As smoke is driven away, so you shall drive them away,
    as wax melts before fire,

[pre-chorus]
O many-peaked mountain, mountain of Bashan,
    Why do you look with hatred,
O many-peaked mountain,
    at the mount that God desired for his abode,

[Chorus]
and whose power is in the skies,
    Awesome is God from his sanctuary,
and whose power is in the skies,
    God Shall Scatter His Enemies.

[Verse]
its pinions with shimmering gold,
    When the Almighty scatters kings there,
let snow fall on Zalmon,
    O mountain of God, mountain of Bashan,

[pre-chorus]
O many-peaked mountain, mountain of Bashan,
    Why do you look with hatred,
O many-peaked mountain,
    at the mount that God desired for his abode,

[Chorus]
and whose power is in the skies,
    Awesome is God from his sanctuary,
and whose power is in the skies,
    God Shall Scatter His Enemies.

[Bridge | Stripped Back | Intimate]
my King, into the sanctuary —,
    the singers in front,
the musicians last,
    between them virgins playing tambourines,

[Breakdown | Building | Full Band]
Bless God in the great congregation,
    the Lord, O you who are of Israel’s fountain,
There is Benjamin,
    the least of them,
",,false,chirp-fenix
,"[Intro]

[Verse]
Save me, O God! For the waters have come up to my neck,
    I sink in deep mire, where there is no foothold,
I have come into deep waters,
    and the flood sweeps over me,

[pre-chorus]
O God, in the abundance of your steadfast love answer me in your saving faithfulness,
    Deliver me from sinking in the mire,
let me be delivered from my enemies and from the deep waters,
    Let not the flood sweep over me,

[Chorus]
For God will save Zion and build up the cities of Judah,
    and people shall dwell there and possess it,
For God will save Zion and build up the cities of Judah,
    Save Me, O God.

[Verse]
I am the talk of those who sit in the gate,
    and the drunkards make songs about me,
But as for me, my prayer is to you, O Lord,
    At an acceptable time,

[pre-chorus]
O God, in the abundance of your steadfast love answer me in your saving faithfulness,
    Deliver me from sinking in the mire,
let me be delivered from my enemies and from the deep waters,
    Let not the flood sweep over me,

[Chorus]
For God will save Zion and build up the cities of Judah,
    and people shall dwell there and possess it,
For God will save Zion and build up the cities of Judah,
    Save Me, O God.

[Bridge | Stripped Back | Intimate]
Let their own table before them become a snare,
    and when they are at peace, let it become a trap,
Let their eyes be darkened,
    so that they cannot see,

[Breakdown | Building | Full Band]
and make their loins tremble continually,
    Pour out your indignation upon them,
and let your burning anger overtake them,
    May their camp be a desolation,
",,false,chirp-fenix
,"[Intro]

[Verse]
Make haste, O God,
    to deliver me! O Lord,
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,

[pre-chorus]
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,
Let them turn back because of their shame who say,
    Aha, Aha,

[Chorus]
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,
make haste to help me,
    O Lord, Do Not Delay.

[Verse]
hasten to me, O God! You are my help and my deliverer,
    O Lord, do not delay,
Make haste, O God,
    to deliver me! O Lord,

[pre-chorus]
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,
Let them turn back because of their shame who say,
    Aha, Aha,

[Chorus]
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,
make haste to help me,
    O Lord, Do Not Delay.

[Bridge | Stripped Back | Intimate]
God is great,
    But I am poor and needy,
hasten to me, O God! You are my help and my deliverer,
    O Lord, do not delay,

[Breakdown | Building | Full Band]
Make haste, O God,
    to deliver me! O Lord,
make haste to help me,
    Let them be put to shame and confusion who seek my life! Let them be turned back and brought to dishonor who delight in my hurt,
",,false,chirp-fenix
,"[Intro]

[Verse]
, O Lord, do I take refuge,
    let me never be put to shame,
In your righteousness deliver me and rescue me,
    incline your ear to me, and save me,

[pre-chorus]
forsake me not when my strength is spent,
    For my enemies speak concerning me,
those who watch for my life consult together,
    and say, God has forsaken him,

[Chorus]
My lips will shout for joy, when I sing praises to you,
    my soul also, which you have redeemed,
My lips will shout for joy, when I sing praises to you,
    Forsake Me Not When My Strength Is Spent In you.

[Verse]
but you are my strong refuge,
    My mouth is filled with your praise,
and with your glory all the day,
    Do not cast me off in the time of old age,

[pre-chorus]
forsake me not when my strength is spent,
    For my enemies speak concerning me,
those who watch for my life consult together,
    and say, God has forsaken him,

[Chorus]
My lips will shout for joy, when I sing praises to you,
    my soul also, which you have redeemed,
My lips will shout for joy, when I sing praises to you,
    Forsake Me Not When My Strength Is Spent In you.

[Bridge | Stripped Back | Intimate]
I will remind them of your righteousness, yours alone,
    O God, from my youth you have taught me,
and I still proclaim your wondrous deeds,
    So even to old age and gray hairs,

[Breakdown | Building | Full Band]
O God, do not forsake me,
    until I proclaim your might to another generation,
your power to all those to come,
    Your righteousness, O God, reaches the high heavens,
",,false,chirp-fenix
,"[Intro]

[Verse]
Give the king your justice,
    O God, and your righteousness to the royal son,
May he judge your people with righteousness,
    and your poor with justice,

[pre-chorus]
May desert tribes bow down before him,
    and his enemies lick the dust,
May the kings of Tarshish and of the coastlands render him tribute,
    may the kings of Sheba and Seba bring gifts,

[Chorus]
Blessed be his glorious name forever,
    may the whole earth be filled with his glory! Amen and Amen,
Blessed be his glorious name forever,
    Give the King Your Justice.

[Verse]
and peace abound,
    till the moon be no more,
May he have dominion from sea to sea,
    and from the River to the ends of the earth,

[pre-chorus]
May desert tribes bow down before him,
    and his enemies lick the dust,
May the kings of Tarshish and of the coastlands render him tribute,
    may the kings of Sheba and Seba bring gifts,

[Chorus]
Blessed be his glorious name forever,
    may the whole earth be filled with his glory! Amen and Amen,
Blessed be his glorious name forever,
    Give the King Your Justice.

[Bridge | Stripped Back | Intimate]
Long may he live,
    may gold of Sheba be given to him! May prayer be made for him continually,
and blessings invoked for him all the day,
    May there be abundance of grain in the land,

[Breakdown | Building | Full Band]
on the tops of the mountains may it wave,
    may its fruit be like Lebanon,
and may people blossom in the cities like the grass of the field,
    May his name endure forever,
",,false,chirp-fenix
,"[Intro]

[Verse]
Truly God is good to Israel,
    to those who are pure in heart,
But as for me,
    my feet had almost stumbled,

[pre-chorus]
Behold, these are the wicked,
    always at ease, they increase in riches,
All in vain have I kept my heart clean and washed my hands in innocence,
    For all the day long I have been stricken and rebuked every morning,

[Chorus]
you put an end to everyone who is unfaithful to you,
    But for me it is good to be near God,
you put an end to everyone who is unfaithful to you,
    God Is My Strength and Portion Forever.

[Verse]
Therefore his people turn back to them,
    and find no fault in them,
And they say,
    How can God know? Is there knowledge in the Most High,

[pre-chorus]
Behold, these are the wicked,
    always at ease, they increase in riches,
All in vain have I kept my heart clean and washed my hands in innocence,
    For all the day long I have been stricken and rebuked every morning,

[Chorus]
you put an end to everyone who is unfaithful to you,
    But for me it is good to be near God,
you put an end to everyone who is unfaithful to you,
    God Is My Strength and Portion Forever.

[Bridge | Stripped Back | Intimate]
swept away utterly by terrors,
    Like a dream when one awakes,
O Lord, when you rouse yourself,
    you despise them as phantoms,

[Breakdown | Building | Full Band]
When my soul was embittered,
    when I was pricked in heart,
I was brutish and ignorant,
    I was like a beast toward you,
",,false,chirp-fenix
,"[Intro]

[Verse]
O God, why do you cast us off forever? Why does your anger smoke against the sheep of your pasture,
    Remember your congregation,
which you have purchased of old,
    which you have redeemed to be the tribe of your heritage! Remember Mount Zion,

[pre-chorus]
is the foe to scoff? Is the enemy to revile your name forever,
    Why do you hold back your hand,
your right hand? Take it from the fold of your garment and destroy them,
    Yet God my King is from of old,

[Chorus]
remember how the foolish scoff at you all the day,
    Do not forget the clamor of your foes,
remember how the foolish scoff at you all the day,
    Arise, O God, Defend Your Cause.

[Verse]
We do not see our signs,
    there is no longer any prophet,
and there is none among us who knows how long,
    How long, O God,

[pre-chorus]
is the foe to scoff? Is the enemy to revile your name forever,
    Why do you hold back your hand,
your right hand? Take it from the fold of your garment and destroy them,
    Yet God my King is from of old,

[Chorus]
remember how the foolish scoff at you all the day,
    Do not forget the clamor of your foes,
remember how the foolish scoff at you all the day,
    Arise, O God, Defend Your Cause.

[Bridge | Stripped Back | Intimate]
you have established the heavenly lights and the sun,
    You have fixed all the boundaries of the earth,
you have made summer and winter,
    Remember this,

[Breakdown | Building | Full Band]
O Lord, how the enemy scoffs,
    and a foolish people reviles your name,
Do not deliver the soul of your dove to the wild beasts,
    do not forget the life of your poor forever,
",,false,chirp-fenix
,"[Intro]

[Verse]
We give thanks to you, O God,
    we give thanks, for your name is near,
We recount your wondrous deeds,
    At the set time that I appoint I will judge with equity,

[pre-chorus]
I say to the boastful,
    Do not boast,
and to the wicked,
    Do not lift up your horn,

[Chorus]
But I will declare it forever,
    I will sing praises to the God of Jacob,
But I will declare it forever,
    God Will Judge with Equity.

[Verse]
I say to the boastful,
    Do not boast,
and to the wicked,
    Do not lift up your horn,

[pre-chorus]
I say to the boastful,
    Do not boast,
and to the wicked,
    Do not lift up your horn,

[Chorus]
But I will declare it forever,
    I will sing praises to the God of Jacob,
But I will declare it forever,
    God Will Judge with Equity.

[Bridge | Stripped Back | Intimate]
but it is God who executes judgment,
    putting down one and lifting up another,
For in the hand of the Lord there is a cup with foaming wine,
    well mixed, and he pours out from it,

[Breakdown | Building | Full Band]
and all the wicked of the earth shall drain it down to the dregs,
    But I will declare it forever,
I will sing praises to the God of Jacob,
    All the horns of the wicked I will cut off,
",,false,chirp-fenix
,"[Intro]

[Verse]
? To the choirmaster : with stringed instruments,
    A Psalm of Asaph,
A Song,
    In Judah God is known,

[pre-chorus]
they sank into sleep,
    all the men of war were unable to use their hands,
At your rebuke,
    O God of Jacob,

[Chorus]
Make your vows to the Lord your God and perform them,
    let all around him bring gifts to him who is to be feared,
Make your vows to the Lord your God and perform them,
    Who Can Stand Before You.

[Verse]
and the weapons of war,
    Glorious are you,
more majestic than the mountains full of prey,
    The stouthearted were stripped of their spoil,

[pre-chorus]
they sank into sleep,
    all the men of war were unable to use their hands,
At your rebuke,
    O God of Jacob,

[Chorus]
Make your vows to the Lord your God and perform them,
    let all around him bring gifts to him who is to be feared,
Make your vows to the Lord your God and perform them,
    Who Can Stand Before You.

[Bridge | Stripped Back | Intimate]
But you, you are to be feared! Who can stand before you when once your anger is roused,
    From the heavens you uttered judgment,
the earth feared and was still,
    when God arose to establish judgment,

[Breakdown | Building | Full Band]
to save all the humble of the earth,
    Surely the wrath of man shall praise you,
the remnant of wrath you will put on like a belt,
    Make your vows to the Lord your God and perform them,
",,false,chirp-fenix
,"[Intro]

[Verse]
I cry aloud to God, aloud to God, and he will hear me,
    In the day of my trouble I seek the Lord,
in the night my hand is stretched out without wearying,
    my soul refuses to be comforted,

[pre-chorus]
I will remember the deeds of the Lord,
    yes, I will remember your wonders of old,
I will ponder all your work,
    and meditate on your mighty deeds,

[Chorus]
Your way was through the sea,
    your path through the great waters,
Your way was through the sea,
    In the Day of Trouble I Seek the Lord.

[Verse]
Has his steadfast love forever ceased? Are his promises at an end for all time,
    Has God forgotten to be gracious? Has he in anger shut up his compassion,
Then I said, I will appeal to this,
    to the years of the right hand of the Most High,

[pre-chorus]
I will remember the deeds of the Lord,
    yes, I will remember your wonders of old,
I will ponder all your work,
    and meditate on your mighty deeds,

[Chorus]
Your way was through the sea,
    your path through the great waters,
Your way was through the sea,
    In the Day of Trouble I Seek the Lord.

[Bridge | Stripped Back | Intimate]
When the waters saw you,
    O God, when the waters saw you,
they were afraid,
    indeed, the deep trembled,

[Breakdown | Building | Full Band]
The clouds poured out water,
    the skies gave forth thunder,
your arrows flashed on every side,
    The crash of your thunder was in the whirlwind,
",,false,chirp-fenix
,"[Intro]

[Verse]
Give ear, O my people, to my teaching,
    incline your ears to the words of my mouth,
I will open my mouth in a parable,
    I will utter dark sayings from of old,

[pre-chorus]
He caused the east wind to blow in the heavens,
    and by his power he led out the south wind,
he rained meat on them like dust,
    winged birds like the sand of the seas,

[Chorus]
He chose David his servant and took him from the sheepfolds,
    from following the nursing ewes he brought him to shepherd Jacob his people,
He chose David his servant and took him from the sheepfolds,
    Tell the Coming Generation.

[Verse]
Yet he commanded the skies above and opened the doors of heaven,
    and he rained down on them manna to eat and gave them the grain of heaven,
Man ate of the bread of the angels,
    he sent them food in abundance,

[pre-chorus]
He caused the east wind to blow in the heavens,
    and by his power he led out the south wind,
he rained meat on them like dust,
    winged birds like the sand of the seas,

[Chorus]
He chose David his servant and took him from the sheepfolds,
    from following the nursing ewes he brought him to shepherd Jacob his people,
He chose David his servant and took him from the sheepfolds,
    Tell the Coming Generation.

[Bridge | Stripped Back | Intimate]
wrath, indignation,
    and distress,
a company of destroying angels,
    He made a path for his anger,

[Breakdown | Building | Full Band]
he did not spare them from death,
    but gave their lives over to the plague,
He struck down every firstborn in Egypt,
    the firstfruits of their strength in the tents of Ham,
",,false,chirp-fenix
,"[Intro]

[Verse]
? A Psalm of Asaph,
    O God, the nations have come into your inheritance,
they have defiled your holy temple,
    they have laid Jerusalem in ruins,

[pre-chorus]
Do not remember against us our former iniquities,
    let your compassion come speedily to meet us,
for we are brought very low,
    Help us, O God of our salvation,

[Chorus]
But we your people,
    the sheep of your pasture,
But we your people,
    How Long, O Lord.

[Verse]
How long, O Lord? Will you be angry forever? Will your jealousy burn like fire,
    Pour out your anger on the nations that do not know you,
and on the kingdoms that do not call upon your name,
    For they have devoured Jacob and laid waste his habitation,

[pre-chorus]
Do not remember against us our former iniquities,
    let your compassion come speedily to meet us,
for we are brought very low,
    Help us, O God of our salvation,

[Chorus]
But we your people,
    the sheep of your pasture,
But we your people,
    How Long, O Lord.

[Bridge | Stripped Back | Intimate]
for your name’s sake,
    Why should the nations say,
Where is their God? Let the avenging of the outpoured blood of your servants be known among the nations before our eyes,
    Let the groans of the prisoners come before you,

[Breakdown | Building | Full Band]
according to your great power,
    preserve those doomed to die,
Return sevenfold into the lap of our neighbors the taunts with which they have taunted you,
    O Lord,
",,false,chirp-fenix
,"[Intro]

[Verse]
A Testimony,
    Of Asaph, a Psalm,
Give ear, O Shepherd of Israel,
    you who lead Joseph like a flock,

[pre-chorus]
you drove out the nations and planted it,
    You cleared the ground for it,
it took deep root and filled the land,
    The mountains were covered with its shade,

[Chorus]
Then we shall not turn back from you,
    give us life, and we will call upon your name,
Then we shall not turn back from you,
    Restore Us, O God.

[Verse]
and our enemies laugh among themselves,
    Restore us, O God of hosts,
let your face shine, that we may be saved,
    You brought a vine out of Egypt,

[pre-chorus]
you drove out the nations and planted it,
    You cleared the ground for it,
it took deep root and filled the land,
    The mountains were covered with its shade,

[Chorus]
Then we shall not turn back from you,
    give us life, and we will call upon your name,
Then we shall not turn back from you,
    Restore Us, O God.

[Bridge | Stripped Back | Intimate]
and all that move in the field feed on it,
    Turn again, O God of hosts! Look down from heaven,
and see,
    have regard for this vine,

[Breakdown | Building | Full Band]
the stock that your right hand planted,
    and for the son whom you made strong for yourself,
They have burned it with fire,
    they have cut it down,
",,false,chirp-fenix
,"[Intro]

[Verse]
Sing aloud to God our strength,
    shout for joy to the God of Jacob,
Raise a song,
    sound the tambourine, the sweet lyre with the harp,

[pre-chorus]
I tested you at the waters of Meribah,
    Hear, O my people,
while I admonish you! O Israel,
    if you would but listen to me,

[Chorus]
Those who hate the Lord would cringe toward him,
    and their fate would last forever,
Those who hate the Lord would cringe toward him,
    Oh, That My People Would Listen to Me.

[Verse]
I relieved your shoulder of the burden,
    your hands were freed from the basket,
In distress you called, and I delivered you,
    I answered you in the secret place of thunder,

[pre-chorus]
I tested you at the waters of Meribah,
    Hear, O my people,
while I admonish you! O Israel,
    if you would but listen to me,

[Chorus]
Those who hate the Lord would cringe toward him,
    and their fate would last forever,
Those who hate the Lord would cringe toward him,
    Oh, That My People Would Listen to Me.

[Bridge | Stripped Back | Intimate]
who brought you up out of the land of Egypt,
    Open your mouth wide, and I will fill it,
But my people did not listen to my voice,
    Israel would not submit to me,

[Breakdown | Building | Full Band]
So I gave them over to their stubborn hearts,
    to follow their own counsels,
Oh, that my people would listen to me,
    that Israel would walk in my ways,
",,false,chirp-fenix
,"[Intro]

[Verse]
God has taken his place in the divine council,
    in the midst of the gods he holds judgment,
How long will you judge unjustly and show partiality to the wicked,
    Give justice to the weak and the fatherless,

[pre-chorus]
Rescue the weak and the needy,
    deliver them from the hand of the wicked,
They have neither knowledge nor understanding,
    they walk about in darkness,

[Chorus]
like men you shall die,
    and fall like any prince,
like men you shall die,
    Rescue the Weak and Needy.

[Verse]
Rescue the weak and the needy,
    deliver them from the hand of the wicked,
They have neither knowledge nor understanding,
    they walk about in darkness,

[pre-chorus]
Rescue the weak and the needy,
    deliver them from the hand of the wicked,
They have neither knowledge nor understanding,
    they walk about in darkness,

[Chorus]
like men you shall die,
    and fall like any prince,
like men you shall die,
    Rescue the Weak and Needy.

[Bridge | Stripped Back | Intimate]
I said, You are gods, sons of the Most High, all of you,
    nevertheless,
like men you shall die,
    and fall like any prince,

[Breakdown | Building | Full Band]
Arise, O God, judge the earth,
    for you shall inherit all the nations,
I said, You are gods, sons of the Most High, all of you,
    nevertheless,
",,false,chirp-fenix
,"[Intro]

[Verse]
O God, do not keep silence,
    do not hold your peace or be still, O God,
For behold, your enemies make an uproar,
    those who hate you have raised their heads,

[pre-chorus]
Do to them as you did to Midian,
    as to Sisera and Jabin at the river Kishon,
who were destroyed at En-dor,
    who became dung for the ground,

[Chorus]
let them perish in disgrace,
    that they may know that you alone,
let them perish in disgrace,
    O God, Do Not Keep Silence.

[Verse]
Gebal and Ammon and Amalek,
    Philistia with the inhabitants of Tyre,
Asshur also has joined them,
    they are the strong arm of the children of Lot,

[pre-chorus]
Do to them as you did to Midian,
    as to Sisera and Jabin at the river Kishon,
who were destroyed at En-dor,
    who became dung for the ground,

[Chorus]
let them perish in disgrace,
    that they may know that you alone,
let them perish in disgrace,
    O God, Do Not Keep Silence.

[Bridge | Stripped Back | Intimate]
like chaff before the wind,
    As fire consumes the forest,
as the flame sets the mountains ablaze,
    so may you pursue them with your tempest and terrify them with your hurricane,

[Breakdown | Building | Full Band]
Fill their faces with shame,
    that they may seek your name,
O Lord,
    Let them be put to shame and dismayed forever,
",,false,chirp-fenix
,"[Intro]

[Verse]
How lovely is your dwelling place, O Lord of hosts,
    My soul longs, yes, faints for the courts of the Lord,
my heart and flesh sing for joy to the living God,
    Even the sparrow finds a home,

[pre-chorus]
As they go through the Valley of Baca they make it a place of springs,
    the early rain also covers it with pools,
They go from strength to strength,
    each one appears before God in Zion,

[Chorus]
For the Lord God is a sun and shield,
    the Lord bestows favor and honor,
For the Lord God is a sun and shield,
    My Soul Longs for the Courts of the Lord.

[Verse]
Blessed are those who dwell in your house,
    ever singing your praise,
Blessed are those whose strength is in you,
    in whose heart are the highways to Zion,

[pre-chorus]
As they go through the Valley of Baca they make it a place of springs,
    the early rain also covers it with pools,
They go from strength to strength,
    each one appears before God in Zion,

[Chorus]
For the Lord God is a sun and shield,
    the Lord bestows favor and honor,
For the Lord God is a sun and shield,
    My Soul Longs for the Courts of the Lord.

[Bridge | Stripped Back | Intimate]
give ear, O God of Jacob,
    Behold our shield, O God,
look on the face of your anointed,
    For a day in your courts is better than a thousand elsewhere,

[Breakdown | Building | Full Band]
I would rather be a doorkeeper in the house of my God than dwell in the tents of wickedness,
    For the Lord God is a sun and shield,
the Lord bestows favor and honor,
    No good thing does he withhold from those who walk uprightly,
",,false,chirp-fenix
,"[Intro]

[Verse]
Lord, you were favorable to your land,
    you restored the fortunes of Jacob,
You forgave the iniquity of your people,
    you covered all their sin,

[pre-chorus]
O Lord, and grant us your salvation,
    Let me hear what God the Lord will speak,
for he will speak peace to his people,
    to his saints,

[Chorus]
and righteousness looks down from the sky,
    Yes, the Lord will give what is good,
and righteousness looks down from the sky,
    Revive Us Again.

[Verse]
Will you be angry with us forever? Will you prolong your anger to all generations,
    Will you not revive us again,
that your people may rejoice in you,
    Show us your steadfast love,

[pre-chorus]
O Lord, and grant us your salvation,
    Let me hear what God the Lord will speak,
for he will speak peace to his people,
    to his saints,

[Chorus]
and righteousness looks down from the sky,
    Yes, the Lord will give what is good,
and righteousness looks down from the sky,
    Revive Us Again.

[Bridge | Stripped Back | Intimate]
Surely his salvation is near to those who fear him,
    that glory may dwell in our land,
Steadfast love and faithfulness meet,
    righteousness and peace kiss each other,

[Breakdown | Building | Full Band]
Faithfulness springs up from the ground,
    and righteousness looks down from the sky,
Yes, the Lord will give what is good,
    and our land will yield its increase,
",,false,chirp-fenix
,"[Intro]

[Verse]
, O Lord, and answer me, for I am poor and needy,
    Preserve my life, for I am godly,
save your servant, who trusts in you—you are my God,
    Be gracious to me,

[pre-chorus]
O Lord, and shall glorify your name,
    For you are great and do wondrous things,
you alone are God,
    Teach me your way,

[Chorus]
and save the son of your maidservant,
    Show me a sign of your favor,
and save the son of your maidservant,
    Great Is Your Steadfast Love A Prayer of David. Incline your ear.

[Verse]
for you answer me,
    There is none like you among the gods,
O Lord, nor are there any works like yours,
    All the nations you have made shall come and worship before you,

[pre-chorus]
O Lord, and shall glorify your name,
    For you are great and do wondrous things,
you alone are God,
    Teach me your way,

[Chorus]
and save the son of your maidservant,
    Show me a sign of your favor,
and save the son of your maidservant,
    Great Is Your Steadfast Love A Prayer of David. Incline your ear.

[Bridge | Stripped Back | Intimate]
For great is your steadfast love toward me,
    you have delivered my soul from the depths of Sheol,
O God, insolent men have risen up against me,
    a band of ruthless men seeks my life,

[Breakdown | Building | Full Band]
and they do not set you before them,
    But you, O Lord,
are a God merciful and gracious,
    slow to anger and abounding in steadfast love and faithfulness,
",,false,chirp-fenix
,"[Intro]

[Verse]
On the holy mount stands the city he founded,
    the Lord loves the gates of Zion more than all the dwelling places of Jacob,
Glorious things of you are spoken, O city of God,
    Among those who know me I mention Rahab and Babylon,

[pre-chorus]
behold, Philistia and Tyre,
    with Cush — This one was born there,
they say,
    And of Zion it shall be said,

[Chorus]
The Lord records as he registers the peoples,
    This one was born there,
The Lord records as he registers the peoples,
    Glorious Things of You Are Spoken.

[Verse]
behold, Philistia and Tyre,
    with Cush — This one was born there,
they say,
    And of Zion it shall be said,

[pre-chorus]
behold, Philistia and Tyre,
    with Cush — This one was born there,
they say,
    And of Zion it shall be said,

[Chorus]
The Lord records as he registers the peoples,
    This one was born there,
The Lord records as he registers the peoples,
    Glorious Things of You Are Spoken.

[Bridge | Stripped Back | Intimate]
This one and that one were born in her,
    for the Most High himself will establish her,
The Lord records as he registers the peoples,
    This one was born there,

[Breakdown | Building | Full Band]
Singers and dancers alike say,
    All my springs are in you,
This one and that one were born in her,
    for the Most High himself will establish her,
",,false,chirp-fenix
